ID du problème,Description,État,Gravité,Estimation en points (story point),Chemin d’accès du projet,Genre d’emplacement,Chemin,Ligne,Colonne,ID d‘incident,Lien d'aide,Nom de l'assembly,Version de l'assembly,Clé publique d’assemblée,Extrait
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SettingWindow.xaml.cs,58,16,P:System.Windows.Controls.Primitives.RangeBase.Value,,,,,sliderPeriod.Value = options.Period;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SettingWindow.xaml.cs,52,20,T:System.Windows.Controls.CheckBox,,,,,enabledCB.IsChecked = options.Comic.Enabled;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SettingWindow.xaml.cs,52,20,P:System.Windows.Controls.Primitives.ToggleButton.IsChecked,,,,,enabledCB.IsChecked = options.Comic.Enabled;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SettingWindow.xaml.cs,21,8,M:System.Windows.Window.#ctor,,,,,"public SettingsWindow()          {              InitializeComponent();                Collections.Add(new(""Hosts""));              Collections.Add(new(""Confirms""));              Collections.Add(new(""Paths""));                string optionsJson = Properties.Settings.Default.Options ?? string.Empty;                if (!string.IsNullOrEmpty(optionsJson))              {                  try                  {                      options = JsonConvert.DeserializeObject<Options>(optionsJson);                  }                  catch (JsonException)                  {                      options = new();                  }              }              else              {                  options = new();              }                    if (options != null)              {                  if (options.Comic != null)                      enabledCB.IsChecked = options.Comic.Enabled;                    AddToCollection(Collections[0], options.Hosts);                  AddToCollection(Collections[1], options.Confirms);                  AddToCollection(Collections[2], options.Paths);                    sliderPeriod.Value = options.Period;                  isPeriod.IsChecked = options.IsPeriodEnabled;                  isPeriodLBL.Content = $""Period is {(options.IsPeriodEnabled ? ""enabled"" : ""disabled"")}: "";                  sliderPeriod.IsEnabled = options.IsPeriodEnabled;                  periodLBL.Content = options.Period;              }                hostList.ItemsSource = Collections[0].collections;              settingCB.ItemsSource = Collections;          }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SettingWindow.xaml.cs,66,12,T:System.Windows.Controls.ComboBox,,,,,settingCB.ItemsSource = Collections;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SettingWindow.xaml.cs,66,12,P:System.Windows.Controls.ItemsControl.ItemsSource,,,,,settingCB.ItemsSource = Collections;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SettingWindow.xaml.cs,65,12,T:System.Windows.Controls.ListView,,,,,hostList.ItemsSource = Collections[0].collections;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SettingWindow.xaml.cs,65,12,P:System.Windows.Controls.ItemsControl.ItemsSource,,,,,hostList.ItemsSource = Collections[0].collections;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SettingWindow.xaml.cs,62,16,T:System.Windows.Controls.Label,,,,,periodLBL.Content = options.Period;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SettingWindow.xaml.cs,62,16,P:System.Windows.Controls.ContentControl.Content,,,,,periodLBL.Content = options.Period;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SettingWindow.xaml.cs,61,16,T:System.Windows.Controls.Slider,,,,,sliderPeriod.IsEnabled = options.IsPeriodEnabled;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SettingWindow.xaml.cs,61,16,P:System.Windows.UIElement.IsEnabled,,,,,sliderPeriod.IsEnabled = options.IsPeriodEnabled;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SettingWindow.xaml.cs,60,16,T:System.Windows.Controls.Label,,,,,"isPeriodLBL.Content = $""Period is {(options.IsPeriodEnabled ? ""enabled"" : ""disabled"")}: "";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SettingWindow.xaml.cs,60,16,P:System.Windows.Controls.ContentControl.Content,,,,,"isPeriodLBL.Content = $""Period is {(options.IsPeriodEnabled ? ""enabled"" : ""disabled"")}: "";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SettingWindow.xaml.cs,59,16,T:System.Windows.Controls.CheckBox,,,,,isPeriod.IsChecked = options.IsPeriodEnabled;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SettingWindow.xaml.cs,59,16,P:System.Windows.Controls.Primitives.ToggleButton.IsChecked,,,,,isPeriod.IsChecked = options.IsPeriodEnabled;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SettingWindow.xaml.cs,58,16,T:System.Windows.Controls.Slider,,,,,sliderPeriod.Value = options.Period;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SettingWindow.xaml.cs,58,16,P:System.Windows.Controls.Primitives.RangeBase.Value,,,,,sliderPeriod.Value = options.Period;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SettingWindow.xaml.cs,52,20,T:System.Windows.Controls.CheckBox,,,,,enabledCB.IsChecked = options.Comic.Enabled;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SettingWindow.xaml.cs,52,20,P:System.Windows.Controls.Primitives.ToggleButton.IsChecked,,,,,enabledCB.IsChecked = options.Comic.Enabled;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SettingWindow.xaml.cs,21,8,M:System.Windows.Window.#ctor,,,,,"public SettingsWindow()          {              InitializeComponent();                Collections.Add(new(""Hosts""));              Collections.Add(new(""Confirms""));              Collections.Add(new(""Paths""));                string optionsJson = Properties.Settings.Default.Options ?? string.Empty;                if (!string.IsNullOrEmpty(optionsJson))              {                  try                  {                      options = JsonConvert.DeserializeObject<Options>(optionsJson);                  }                  catch (JsonException)                  {                      options = new();                  }              }              else              {                  options = new();              }                    if (options != null)              {                  if (options.Comic != null)                      enabledCB.IsChecked = options.Comic.Enabled;                    AddToCollection(Collections[0], options.Hosts);                  AddToCollection(Collections[1], options.Confirms);                  AddToCollection(Collections[2], options.Paths);                    sliderPeriod.Value = options.Period;                  isPeriod.IsChecked = options.IsPeriodEnabled;                  isPeriodLBL.Content = $""Period is {(options.IsPeriodEnabled ? ""enabled"" : ""disabled"")}: "";                  sliderPeriod.IsEnabled = options.IsPeriodEnabled;                  periodLBL.Content = options.Period;              }                hostList.ItemsSource = Collections[0].collections;              settingCB.ItemsSource = Collections;          }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\SettingWindow.g.i.cs,42,87,T:System.Windows.Markup.IComponentConnector,,,,,IComponentConnector
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SettingWindow.xaml.cs,14,42,T:System.Windows.Window,,,,,Window
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\SyncWindow.g.i.cs,110,12,T:System.Windows.Controls.ListView,,,,,this.comicsURLsList = ((System.Windows.Controls.ListView)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\SyncWindow.g.i.cs,107,12,T:System.Windows.Controls.ProgressBar,,,,,this.syncBar = ((System.Windows.Controls.ProgressBar)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\SyncWindow.g.i.cs,101,12,T:System.Windows.Controls.Button,,,,,this.syncBTN.Click += new System.Windows.RoutedEventHandler(this.syncBTN_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\SyncWindow.g.i.cs,101,12,T:System.Windows.RoutedEventHandler,,,,,this.syncBTN.Click += new System.Windows.RoutedEventHandler(this.syncBTN_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\SyncWindow.g.i.cs,101,12,T:System.Windows.RoutedEventHandler,,,,,this.syncBTN.Click += new System.Windows.RoutedEventHandler(this.syncBTN_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\SyncWindow.g.i.cs,101,12,E:System.Windows.Controls.Primitives.ButtonBase.Click,,,,,this.syncBTN.Click += new System.Windows.RoutedEventHandler(this.syncBTN_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\SyncWindow.g.i.cs,98,12,T:System.Windows.Controls.Button,,,,,this.syncBTN = ((System.Windows.Controls.Button)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\SyncWindow.g.i.cs,82,12,T:System.Windows.Application,,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\SyncWindow.g.i.cs,82,12,"M:System.Windows.Application.LoadComponent(System.Object,System.Uri)",,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\SyncWindow.g.i.cs,79,12,T:System.Uri,,,,,"System.Uri resourceLocater = new System.Uri(""/DownloadComics;component/windows/syncwindow.xaml"", System.UriKind.Relative);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\SyncWindow.g.i.cs,79,12,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"System.Uri resourceLocater = new System.Uri(""/DownloadComics;component/windows/syncwindow.xaml"", System.UriKind.Relative);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\SyncWindow.g.i.cs,62,50,T:System.Windows.Controls.ListView,,,,,comicsURLsList
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\SyncWindow.g.i.cs,54,53,T:System.Windows.Controls.ProgressBar,,,,,syncBar
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\SyncWindow.g.i.cs,46,48,T:System.Windows.Controls.Button,,,,,syncBTN
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SyncWindow.xaml.cs,41,8,T:System.Windows.RoutedEventArgs,,,,,"private void syncBTN_Click(object sender, RoutedEventArgs e)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SyncWindow.xaml.cs,45,12,T:System.Windows.Controls.ProgressBar,,,,,syncBar.IsIndeterminate = isSync;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SyncWindow.xaml.cs,45,12,P:System.Windows.Controls.ProgressBar.IsIndeterminate,,,,,syncBar.IsIndeterminate = isSync;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SyncWindow.xaml.cs,43,12,T:System.Windows.Controls.Button,,,,,"syncBTN.Content = isSync ? ""Synchronize"" : ""To Synchronize"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SyncWindow.xaml.cs,43,12,P:System.Windows.Controls.ContentControl.Content,,,,,"syncBTN.Content = isSync ? ""Synchronize"" : ""To Synchronize"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SyncWindow.xaml.cs,34,20,T:System.Windows.Controls.Button,,,,,"syncBTN.Content = ""Synchronize"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SyncWindow.xaml.cs,34,20,P:System.Windows.Controls.ContentControl.Content,,,,,"syncBTN.Content = ""Synchronize"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SyncWindow.xaml.cs,33,20,T:System.Windows.Controls.ProgressBar,,,,,syncBar.IsIndeterminate = false;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SyncWindow.xaml.cs,33,20,P:System.Windows.Controls.ProgressBar.IsIndeterminate,,,,,syncBar.IsIndeterminate = false;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SyncWindow.xaml.cs,31,16,T:System.Windows.Threading.Dispatcher,,,,,"Dispatcher.Invoke(() =>                  {                      syncBar.IsIndeterminate = false;                      syncBTN.Content = ""Synchronize"";                      isSync = false;                  });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SyncWindow.xaml.cs,31,16,P:System.Windows.Threading.DispatcherObject.Dispatcher,,,,,"Dispatcher.Invoke(() =>                  {                      syncBar.IsIndeterminate = false;                      syncBTN.Content = ""Synchronize"";                      isSync = false;                  });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SyncWindow.xaml.cs,31,16,M:System.Windows.Threading.Dispatcher.Invoke(System.Action),,,,,"Dispatcher.Invoke(() =>                  {                      syncBar.IsIndeterminate = false;                      syncBTN.Content = ""Synchronize"";                      isSync = false;                  });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SyncWindow.xaml.cs,29,12,T:System.Windows.Controls.ListView,,,,,"Task.Run(task(comicsURLsList, tracks), cancellationToken.Token).ContinueWith(_ =>              {                  Dispatcher.Invoke(() =>                  {                      syncBar.IsIndeterminate = false;                      syncBTN.Content = ""Synchronize"";                      isSync = false;                  });              }, TaskScheduler.Default);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SyncWindow.xaml.cs,21,8,M:System.Windows.Window.#ctor,,,,,"public SyncWindow(Func<ListBox, List<Track>, Action> task)          {              InitializeComponent();              if (File.Exists(filePath))              {                  tracks = JsonConvert.DeserializeObject<List<Track>>(File.ReadAllText(filePath))!;              }                Task.Run(task(comicsURLsList, tracks), cancellationToken.Token).ContinueWith(_ =>              {                  Dispatcher.Invoke(() =>                  {                      syncBar.IsIndeterminate = false;                      syncBTN.Content = ""Synchronize"";                      isSync = false;                  });              }, TaskScheduler.Default);            }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SyncWindow.xaml.cs,34,20,T:System.Windows.Controls.Button,,,,,"syncBTN.Content = ""Synchronize"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SyncWindow.xaml.cs,34,20,P:System.Windows.Controls.ContentControl.Content,,,,,"syncBTN.Content = ""Synchronize"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SyncWindow.xaml.cs,33,20,T:System.Windows.Controls.ProgressBar,,,,,syncBar.IsIndeterminate = false;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SyncWindow.xaml.cs,33,20,P:System.Windows.Controls.ProgressBar.IsIndeterminate,,,,,syncBar.IsIndeterminate = false;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SyncWindow.xaml.cs,31,16,T:System.Windows.Threading.Dispatcher,,,,,"Dispatcher.Invoke(() =>                  {                      syncBar.IsIndeterminate = false;                      syncBTN.Content = ""Synchronize"";                      isSync = false;                  });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SyncWindow.xaml.cs,31,16,P:System.Windows.Threading.DispatcherObject.Dispatcher,,,,,"Dispatcher.Invoke(() =>                  {                      syncBar.IsIndeterminate = false;                      syncBTN.Content = ""Synchronize"";                      isSync = false;                  });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SyncWindow.xaml.cs,31,16,M:System.Windows.Threading.Dispatcher.Invoke(System.Action),,,,,"Dispatcher.Invoke(() =>                  {                      syncBar.IsIndeterminate = false;                      syncBTN.Content = ""Synchronize"";                      isSync = false;                  });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SyncWindow.xaml.cs,29,12,T:System.Windows.Controls.ListView,,,,,"Task.Run(task(comicsURLsList, tracks), cancellationToken.Token).ContinueWith(_ =>              {                  Dispatcher.Invoke(() =>                  {                      syncBar.IsIndeterminate = false;                      syncBTN.Content = ""Synchronize"";                      isSync = false;                  });              }, TaskScheduler.Default);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SyncWindow.xaml.cs,21,8,M:System.Windows.Window.#ctor,,,,,"public SyncWindow(Func<ListBox, List<Track>, Action> task)          {              InitializeComponent();              if (File.Exists(filePath))              {                  tracks = JsonConvert.DeserializeObject<List<Track>>(File.ReadAllText(filePath))!;              }                Task.Run(task(comicsURLsList, tracks), cancellationToken.Token).ContinueWith(_ =>              {                  Dispatcher.Invoke(() =>                  {                      syncBar.IsIndeterminate = false;                      syncBTN.Content = ""Synchronize"";                      isSync = false;                  });              }, TaskScheduler.Default);            }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\SyncWindow.g.i.cs,41,83,T:System.Windows.Markup.IComponentConnector,,,,,IComponentConnector
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\windows\SyncWindow.xaml.cs,14,38,T:System.Windows.Window,,,,,Window
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\import\ImportWindows.g.i.cs,200,12,T:System.Windows.Controls.Button,,,,,this.searchBtn.Click += new System.Windows.RoutedEventHandler(this.SearchBtn_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\import\ImportWindows.g.i.cs,200,12,T:System.Windows.RoutedEventHandler,,,,,this.searchBtn.Click += new System.Windows.RoutedEventHandler(this.SearchBtn_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\import\ImportWindows.g.i.cs,200,12,T:System.Windows.RoutedEventHandler,,,,,this.searchBtn.Click += new System.Windows.RoutedEventHandler(this.SearchBtn_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\import\ImportWindows.g.i.cs,200,12,E:System.Windows.Controls.Primitives.ButtonBase.Click,,,,,this.searchBtn.Click += new System.Windows.RoutedEventHandler(this.SearchBtn_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\import\ImportWindows.g.i.cs,197,12,T:System.Windows.Controls.Button,,,,,this.searchBtn = ((System.Windows.Controls.Button)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\import\ImportWindows.g.i.cs,191,12,T:System.Windows.Controls.Button,,,,,this.addBtn.Click += new System.Windows.RoutedEventHandler(this.AddBtn_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\import\ImportWindows.g.i.cs,191,12,T:System.Windows.RoutedEventHandler,,,,,this.addBtn.Click += new System.Windows.RoutedEventHandler(this.AddBtn_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\import\ImportWindows.g.i.cs,191,12,T:System.Windows.RoutedEventHandler,,,,,this.addBtn.Click += new System.Windows.RoutedEventHandler(this.AddBtn_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\import\ImportWindows.g.i.cs,191,12,E:System.Windows.Controls.Primitives.ButtonBase.Click,,,,,this.addBtn.Click += new System.Windows.RoutedEventHandler(this.AddBtn_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\import\ImportWindows.g.i.cs,188,12,T:System.Windows.Controls.Button,,,,,this.addBtn = ((System.Windows.Controls.Button)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\import\ImportWindows.g.i.cs,185,12,T:System.Windows.Controls.CheckBox,,,,,this.isScan = ((System.Windows.Controls.CheckBox)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\import\ImportWindows.g.i.cs,182,12,T:System.Windows.Controls.TextBox,,,,,this.numberPageTXT = ((System.Windows.Controls.TextBox)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\import\ImportWindows.g.i.cs,179,12,T:System.Windows.Controls.TextBox,,,,,this.comicNameTXT = ((System.Windows.Controls.TextBox)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\import\ImportWindows.g.i.cs,176,12,T:System.Windows.Controls.TextBox,,,,,this.authorTXT = ((System.Windows.Controls.TextBox)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\import\ImportWindows.g.i.cs,173,12,T:System.Windows.Controls.TextBox,,,,,this.urlTXT = ((System.Windows.Controls.TextBox)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\import\ImportWindows.g.i.cs,167,12,T:System.Windows.Controls.ListView,,,,,this.comicsURLsList.SelectionChanged += new System.Windows.Controls.SelectionChangedEventHandler(this.ComicsURLsList_SelectionChanged);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\import\ImportWindows.g.i.cs,167,12,T:System.Windows.Controls.SelectionChangedEventHandler,,,,,this.comicsURLsList.SelectionChanged += new System.Windows.Controls.SelectionChangedEventHandler(this.ComicsURLsList_SelectionChanged);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\import\ImportWindows.g.i.cs,167,12,T:System.Windows.Controls.SelectionChangedEventHandler,,,,,this.comicsURLsList.SelectionChanged += new System.Windows.Controls.SelectionChangedEventHandler(this.ComicsURLsList_SelectionChanged);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\import\ImportWindows.g.i.cs,167,12,E:System.Windows.Controls.Primitives.Selector.SelectionChanged,,,,,this.comicsURLsList.SelectionChanged += new System.Windows.Controls.SelectionChangedEventHandler(this.ComicsURLsList_SelectionChanged);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\import\ImportWindows.g.i.cs,164,12,T:System.Windows.Controls.ListView,,,,,this.comicsURLsList = ((System.Windows.Controls.ListView)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\import\ImportWindows.g.i.cs,155,12,E:System.Windows.Window.Closed,,,,,((DownloadComics.windows.ImportWindows)(target)).Closed += new System.EventHandler(this.Window_Closed);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\import\ImportWindows.g.i.cs,149,12,T:System.Windows.RoutedEventHandler,,,,,((DownloadComics.windows.ImportWindows)(target)).Loaded += new System.Windows.RoutedEventHandler(this.Window_Loaded);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DownloadComics\DownloadComics.csproj,File,DownloadComics\obj\Debug\net8.0-windows7.0\windows\import\ImportWindows.g.i.cs,149,12,T:System.Windows.RoutedEventHandler,,,,,((DownloadComics.windows.ImportWindows)(target)).Loaded += new System.Windows.RoutedEventHandler(this.Window_Loaded);
